NB.SI;CATEGORIE;DESIGNATION;MATRICULE;DATE ENTREE;PANNE DECLAREE;SIT.ACTUELLE;PIECES;DATE SORTIE;INTERVENANT;AFFECTATION;NBR INDISPONIBILITE;JOUR OUVRABLE;RATIO;JOUR DISPONIBILITE;RATIO2; TYPE DE PANNE ;
01106-711-40/2;TRANS ET V, SPECIAUX  ;CAMION MALAXEUR  M5 HYUNDAY 000330-711-16;01106-711-40;26/05/2024;mauvais freinage;Réparée;04 garniture de frein - rectification 02 tambour;29/05/2024;Djeridi,A;CAB;4;22;0,18;18;81,82%;mécanique;
000207-716-16/1;TRANS ET V, SPECIAUX  ;CAMION MALAXEUR (HYDRAUTRAITEMENT)  000207-716-16;000207-716-16;27/05/2024;passage de vitesses difficile;Réparée;mécanisme d'embrayage;27/05/2024;Youcefi,S;?;1;22;0,05;21;95,45%;mécanique;
00801-111-40/4;LEGER;HYUNDAI HYUNDAI ACCENT 00801-111-40;00801-111-40;27/05/2024;bruit anormal (suspension);Réparée;réparation rotule suspension;27/05/2024;Youcefi,S;MGX;1;22;0,05;21;95,45%;mécanique;
052-00775-40/10;MANITENTION;GRUE SUR PNEU 1025 ENMTP 052-00775-40;052-00775-40;28/05/2024;problème de freinage pneumatique;Réparée;réparation de tuyau d'air comprimé;28/05/2024;Sekakra,Dj;PARC;1;22;0,05;21;95,45%;mécanique;
00200-104-40/8;LEGER;RENAULT CLIO 00200-104-40;00200-104-40;28/05/2024;raté d'Allumage moteur;Dépanné;indéterminée;28/05/2024;Youcefi,S;MGX;1;22;0,05;21;95,45%;mécanique;
00356-106-40/5;LEGER;TOYOTA ECHO 00356-106-40;00356-106-40;29/05/2024;consommation excessive de l'huile ;Réparée;révision moteur;24/10/2024;Youcefi,S;MGX;107;22;4,86;0;100%;mécanique;
02326-115-40/12;LEGER;NISSAN SUNNY 02326-115-40;02326-115-40;01/06/2024;mécanisme frein a tambour AR défectueux;Réparée;mécanisme frein a tambour - mâchoire de frein AR - roulement de roue AR;23/06/2024;Djeridi,A;MGX;16;22;0,73;6;27,27%;mécanique;
02184-512-40/3;TRANS/MARCHANDISE;TRACTER ROUTIER   6X4 DAEWOO  001637-512-16;02184-512-40;02/06/2024;consommation exessive de l'huile ;Réparée;kit joint pour guide soupape - bouchon vase d'eau;04/06/2024;Gharib,med;PARC;3;22;0,14;19;86,36%;mécanique;
057665-119-16/5;LEGER;RENAULT SYMBOLE 057665-119-16;057665-119-16;02/06/2024;bruit anormal roue AV;Réparée;circlips treuil de frein réparé;02/06/2024;Youcefi,S;MGX;1;22;0,05;21;95,45%;mécanique;
02441-209-40/4;TRANS/PERSONNEL;CAMION HD65 HYUNDAI 007995-209-16;02441-209-40;04/06/2024;frein a main défectueux;Réparée;câble frein a main remplacé;04/06/2024;Djeridi,A;PARC;1;22;0,05;21;95,45%;mécanique;
00160-509-40/1;TRANS/MARCHANDISE;TRACTER ROUTIER  DAEWOO  002483-509-16;00160-509-40;04/06/2024;bruit anormal à l’avant du camion;Réparée;02 Amortisseur (Suspension) - 02 Amortisseur (Cabine);04/06/2024;Tamrabet,A;PARC;1;22;0,05;21;95,45%;mécanique;
CB3283/3;TRANS/CHANTIER;DUMPER AURES L500 (CB3283) ENMTP CB3283;CB3283;10/06/2024;arbre moyeu de roue cassé;Réparée;réparation arbre moyeu de roue;25/06/2024;Djeridi,A;PARC;12;22;0,55;10;45,45%;mécanique;
042-330-40/4;ENGIN TERRASSEM;PELLE HD M318 CATERPILLAR 042-330-40;042-330-40;11/06/2024;fuite de l'huile hydraulique au niveau des verins des stabilisateurs;Réparée;réparation des vérins des stabilisateurs;31/07/2024;Sekakra,Dj;PARC;37;22;1,68;0;100%;mécanique;
02184-512-40/4;TRANS/MARCHANDISE;TRACTER ROUTIER   6X4 DAEWOO  001637-512-16;02184-512-40;11/06/2024;panne électrique Altérnateur défectueux;Réparée;Réparation Alternateur;13/06/2024;Marir,R;PARC;3;22;0,14;19;86,36%;électrique;
00151-106-40/8;LEGER;RENAULT KANGOO 00151-106-40;00151-106-40;13/06/2024;rupture de la courroie d'Altérnateur;Réparée;Courroie d'Alternateur remplacée;19/06/2024;Youcefi,S;MGX;5;22;0,23;17;77,27%;mécanique;
097466-114-16/9;LEGER;RENAULT TRAFIC (FOREMHYD) 097466-114-16;097466-114-16;13/06/2024;fuite carburant;Réparée;indéterminée;13/06/2024;Sekakra,Dj;MGX;1;22;0,05;21;95,45%;mécanique;
00101-300-40/5;LEGER;PEUGEOT EXPERT 00101-300-40;00101-300-40;13/06/2024;cables de levier de vitesses défectueux;Réparée;02 câble levier de vitesses;24/06/2024;Youcefi,S;MGX;8;22;0,36;14;63,64%;mécanique;
02166-413-40/3;TRANS/PERSONNEL;MINI BUS/02 MITSUBISHI 02161-413-40;02166-413-40;13/06/2024;manque de puissence et fumée noire;Dépanné;réglage pompe injection;20/06/2024;;MGX;6;22;0,27;16;72,73%;mécanique;
02663-313-40/5;LEGER;PEUGEOT EXPERT 02663-313-40;02663-313-40;19/06/2024;levier de vitesses défectueux;Réparée;remplacement de levier de vitesses - câble de levier de vitesses;25/06/2024;Djeridi,A;MGX;5;22;0,23;17;77,27%;mécanique;
02177-209-40/3;TRANS ET V, SPECIAUX  ;CAMION MALAXEUR  M4 HYUNDAY 007993-209-16;02177-209-40;23/06/2024;croisillon (cardon de la toupie) cassé-tendeur de courroie défectueux;Réparée;croisillon remplacé - 02 roulement a billes pour tendeur de courroie - 01 durite d'eau;02/10/2024;Gharib,med;CAB;74;22;3,36;0;100%;mécanique;
00934-309-40/4;LEGER;MITSUBISHI PICK UP 00934-309-40;00934-309-40;27/06/2024;fuite de l'huile moteur;Réparée;02 joint SPI -  01 courroie alternateur;04/07/2024;Djeridi,A;MGX;6;22;0,27;16;72,73%;mécanique;
00011-203-40/4;TRANS/BENNE;CAMION A BENNE K66 BN-03 DAEWOO  02166-203-16;00011-203-40;30/06/2024;fuite gasoil;Réparée;flexible Gasoil;30/06/2024;Sekakra,Dj;PARC;1;22;0,05;21;95,45%;mécanique;
097466-114-16/10;LEGER;RENAULT TRAFIC (FOREMHYD) 097466-114-16;097466-114-16;03/07/2024;manque de puissance;Réparée;changement de débitmètre - capteur de pression - ;23/07/2024;Externe;MGX;15;22;0,68;7;31,82%;mécanique;
003800-206-16/7;TRANS ET V, SPECIAUX  ;POMPE A BETON SCHWING 003800-206-16;003800-206-16;03/07/2024;fuite de l'huile hydraulique au niveau du verins de levage (Flèche);Réparée;réparation vérins de levage (Flèche);11/07/2024;externe;PARC;7;22;0,32;15;68,18%;mécanique;
02683-212-40/1;;;02683-212-40;04/07/2024;mauvais freinage;Réparée;garniture de frein (AR) -  08 silent bloc;22/07/2024;Tamrabet,A;PARC;13;22;0,59;9;40,91%;mécanique;
042-01532-40/4;ENGIN TERRASSEM;BULLDOZER CATERPILLAR 042-01532-40;042-01532-40;04/07/2024;fuite huile moteur;Réparée;doseur défectueux;18/07/2024;Sekakra,Dj;PARC;11;22;0,5;11;50,00%;mécanique;
02184-512-40/5;TRANS/MARCHANDISE;TRACTER ROUTIER   6X4 DAEWOO  001637-512-16;02184-512-40;04/07/2024;panne électrique surchauffe cable électrique;Réparée;réparation circuit électrique;05/07/2024;Marir,R;PARC;1;22;0,05;21;95,45%;électrique;
051-01249-40/11;MANITENTION;GRUE SUR PNEU SANY QY25 SANY 051-01249-40;051-01249-40;07/07/2024;ventilateur du refroidisseur d'huil défectueux;Réparée;ventilateur remplacé;11/07/2024;Marir,R;PARC;5;22;0,23;17;77,27%;électrique;
00586-205-40/2;TRANS/BENNE;CAMION A BENNE BN-09 DAEWOO  004020-205-16;00586-205-40;08/07/2024;mauvais freinage ;Réparée;membrane piston de frein;09/07/2024;Djeridi,A;PARC;2;22;0,09;20;90,91%;mécanique;
CB1437/3;AIR COMPRIME;COMPRESSEUR M 57  KAESER CB1437;CB1437;09/07/2024;problème température;En Cours;indéterminée;En Cours;Sekakra,Dj;PARC;En cours;22;En cours;0;100%;mécanique;
SP24/5;COMPACTAGE;MINI COMPACTEUR SP24 ENMTP SP24;SP24;09/07/2024;mauvais compactage;Réparée;taraudage filtrage de support (02) - support (02) - roulement à rouleaux (02) réf: 22209MBW33C3;28/07/2024;Youcefi,S;PARC;14;22;0,64;8;36,36%;mécanique;
00111-505-40/2;TRANS/MARCHANDISE;TRACTER ROUTIER  MITSUBISHI 000935-505-16;00111-505-40;09/07/2024;problème température;Réparée;débouchage radiateur;11/07/2024;Gharib,med;PARC;3;22;0,14;19;86,36%;mécanique;
00160-509-40/2;TRANS/MARCHANDISE;TRACTER ROUTIER  DAEWOO  002483-509-16;00160-509-40;15/07/2024;demarreur defectueux;Réparée;réparation démarreur;15/07/2024;Marir,R;PARC;1;22;0,05;21;95,45%;électrique;
00101-300-40/6;LEGER;PEUGEOT EXPERT 00101-300-40;00101-300-40;17/07/2024;le ventilateur radiateur ne fonctionne pas correctement;Réparée;changement de roulais 12V ventilateur;28/07/2024;Marir,R;MGX;8;22;0,36;14;63,64%;électrique;
00151-106-40/9;LEGER;RENAULT KANGOO 00151-106-40;00151-106-40;17/07/2024;boite de vitesses defectueuse;Réparée;changement de boite de vitesse - 02 câble de frein a main - pompe de frein - 02 soufflet pour cardan;13/10/2024;Marir,R;MGX;63;22;2,86;0;100%;électrique;
02655-313-40/6;LEGER;MITSUBISHI L200 02655-313-40;02655-313-40;17/07/2024;courroie direction assisté climatiseur défectueux;Réparée;changement de courroie direction assisté - recharge gaz réfrigérant climatiseur;17/07/2024;Externe;MGX;1;22;0,05;21;95,45%;mécanique;
00111-505-40/3;TRANS/MARCHANDISE;TRACTER ROUTIER  MITSUBISHI 000935-505-16;00111-505-40;17/07/2024;compresseur d'air défectueux;Réparée;révision compresseur d'air (chemise  -  piston);06/10/2024;Gharib,med;PARC;58;22;2,64;0;100%;mécanique;
00200-104-40/9;LEGER;RENAULT CLIO 00200-104-40;00200-104-40;17/07/2024;raté d'Allumage moteur;Réparée;changement de câble accélérateur - changement de faisceau d'allumage 04;17/07/2024;Djeridi,A;MGX;1;22;0,05;21;95,45%;mécanique;
057665-119-16/6;LEGER;RENAULT SYMBOLE 057665-119-16;057665-119-16;17/07/2024;problème de freinage;Réparée;purge liquide de frein -  Dot3 ;17/07/2024;Youcefi,S;MGX;1;22;0,05;21;95,45%;mécanique;
052-00775-40/11;MANITENTION;GRUE SUR PNEU 1025 ENMTP 052-00775-40;052-00775-40;17/07/2024;cable levier de vitesses defectueux;Réparée;câble levier de vitesses remplacé;18/07/2024;Gharib,med;PARC;2;22;0,09;20;90,91%;mécanique;
00200-104-40/10;LEGER;RENAULT CLIO 00200-104-40;00200-104-40;18/07/2024;problème de raté d'allumage persistant;Dépanné;changement détendeur - GPL;18/07/2024;Externe;MGX;1;22;0,05;21;95,45%;mécanique;
001624-214-16/1;TRANS ET V, SPECIAUX  ;CAMION CITERNE (FOREMHYD) DAEWOO  001624-214-16;001624-214-16;21/07/2024;pompe injection defectueuse;Réparée;pompe injection réparée;24/07/2024;Gharib,med;P,BEJAIA;4;22;0,18;18;81,82%;mécanique;
03368-812-40/5;TRANS ET V, SPECIAUX  ;COCOTTE A CIMENT 20T-03 SNVI 03368-812-40;03368-812-40;22/07/2024;le compresseur ne démarre pas;Réparée;réparation démarreur - batterie 12V 75AH;23/07/2024;Marir,R;PARC;2;22;0,09;20;90,91%;électrique;
02009-410-40/5;TRANS/PERSONNEL;MINI BUS/03 HYUNDAI 02009-410-40;02009-410-40;23/07/2024;suspension defectueuse;Réparée;01ressort a lame (AV,G) - 04 Amortisseur (AV,AR) - 08 silent bloc (GM) -  16 silent bloc (PM);28/07/2024;Youcefi,S;MGX;4;22;0,18;18;81,82%;mécanique;
CB0390/1;COMPACTAGE;PLAQUE VIBRANTE (DAMEUSE) GPD 325 ENMTP CB0390;CB0390;23/07/2024;mauvais compactage;Réparée;réglage de courroie d'entrainement vibreur;23/07/2024;Tamrabet,A;MGX;1;22;0,05;21;95,45%;mécanique;
057665-119-16/7;LEGER;RENAULT SYMBOLE 057665-119-16;057665-119-16;24/07/2024;bruit anormal au moteur;Réparée;changement Filtre Gasoil - réglage bec injecteur;24/07/2024;Youcefi,S;MGX;1;22;0,05;21;95,45%;mécanique;
02441-209-40/5;TRANS/PERSONNEL;CAMION HD65 HYUNDAI 007995-209-16;02441-209-40;29/07/2024;coupelle defectueuese;Réparée;changement de 02 cylindre de roue;31/07/2024;Tamrabet,A;MGX;3;22;0,14;19;86,36%;mécanique;
00790-213-40/3;TRANS/BENNE;CAMION A BENNE C260 6X3 BN-13 DAEWOO  003461-213-16;00790-213-40;30/07/2024;joint SPI moyeu de roue defectueux;Réparée;02 joint SPI -;31/07/2024;Sekakra,Dj;PARC;2;22;0,09;20;90,91%;mécanique;
02326-115-40/13;LEGER;NISSAN SUNNY 02326-115-40;02326-115-40;31/07/2024;porblème au niveau des rotules crémaillère;Dépanné;indéterminée;31/07/2024;Youcefi,S;MGX;1;22;0,05;21;95,45%;mécanique;
00585-205-40/2;TRANS/BENNE;CAMION A BENNE BN-10 DAEWOO  004024-205-16;00585-205-40;05/08/2024;passage de vitesses difficile;Réparée;mécanisme d'embrayage;07/08/2024;Gharib,med;P,BEJAIA;3;22;0,14;19;86,36%;mécanique;
052-00775-40/12;MANITENTION;GRUE SUR PNEU 1025 ENMTP 052-00775-40;052-00775-40;20/08/2024;passage de vitesses difficile;Réparée;mécanisme d'embrayage  -  volant moteur  -  rectification volant moteur;09/01/2024;Sekakra,Dj;PARC;1;22;0,05;21;95,45%;mécanique;
820-881-40/1;TRANS/MARCHANDISE;REMORQUE PLATEAU 20T-02 SNVI 820-881-40;820-881-40;01/09/2024;mauvais freinage;Réparée;04 garniture de frein - kit réparation pour arbre de roue;19/09/2024;Tamrabet,A;PARC;15;22;0,68;7;31,82%;mécanique;
